"","Fecha","cod_ine","CCAA","Casos","Fallecidos","Hospitalizados","UCI"
"1",2020-01-01,"00","No consta",0,0,0,0
"2",2020-01-01,"01","Andalucía",0,0,3,0
"3",2020-01-01,"02","Aragón",0,0,0,0
"4",2020-01-01,"03","Asturias",0,0,0,0
"5",2020-01-01,"04","Baleares",0,0,0,0
"6",2020-01-01,"05","Canarias",0,0,0,0
"7",2020-01-01,"06","Cantabria",0,0,0,0
"8",2020-01-01,"07","Castilla y León",0,0,0,0
"9",2020-01-01,"08","Castilla La Mancha",0,0,0,0
"10",2020-01-01,"09","Cataluña",0,0,1,0
"11",2020-01-01,"10","C. Valenciana",0,0,2,0
"12",2020-01-01,"11","Extremadura",0,0,0,0
"13",2020-01-01,"12","Galicia",0,0,1,0
"14",2020-01-01,"13","Madrid",0,0,1,0
"15",2020-01-01,"14","Murcia",0,0,0,0
"16",2020-01-01,"15","Navarra",0,0,0,0
"17",2020-01-01,"16","País Vasco",0,0,0,0
"18",2020-01-01,"17","La Rioja",0,0,0,0
"19",2020-01-01,"18","Ceuta",0,0,0,0
"20",2020-01-01,"19","Melilla",0,0,0,0
"21",2020-01-02,"00","No consta",0,0,0,0
"22",2020-01-02,"01","Andalucía",0,0,5,0
"23",2020-01-02,"02","Aragón",0,0,0,0
"24",2020-01-02,"03","Asturias",0,0,0,0
"25",2020-01-02,"04","Baleares",0,0,0,0
"26",2020-01-02,"05","Canarias",0,0,0,0
"27",2020-01-02,"06","Cantabria",0,0,0,0
"28",2020-01-02,"07","Castilla y León",0,0,0,0
"29",2020-01-02,"08","Castilla La Mancha",0,0,0,0
"30",2020-01-02,"09","Cataluña",0,0,54,0
"31",2020-01-02,"10","C. Valenciana",0,0,3,0
"32",2020-01-02,"11","Extremadura",0,0,0,0
"33",2020-01-02,"12","Galicia",0,0,0,0
"34",2020-01-02,"13","Madrid",0,0,4,1
"35",2020-01-02,"14","Murcia",0,0,0,0
"36",2020-01-02,"15","Navarra",0,0,0,0
"37",2020-01-02,"16","País Vasco",0,0,3,0
"38",2020-01-02,"17","La Rioja",0,0,0,0
"39",2020-01-02,"18","Ceuta",0,0,0,0
"40",2020-01-02,"19","Melilla",0,0,0,0
"41",2020-01-03,"00","No consta",0,0,1,0
"42",2020-01-03,"01","Andalucía",0,0,2,0
"43",2020-01-03,"02","Aragón",0,0,0,0
"44",2020-01-03,"03","Asturias",0,0,0,0
"45",2020-01-03,"04","Baleares",0,0,0,0
"46",2020-01-03,"05","Canarias",0,0,0,0
"47",2020-01-03,"06","Cantabria",0,0,0,0
"48",2020-01-03,"07","Castilla y León",0,0,0,0
"49",2020-01-03,"08","Castilla La Mancha",0,0,0,0
"50",2020-01-03,"09","Cataluña",0,0,1,0
"51",2020-01-03,"10","C. Valenciana",0,0,1,0
"52",2020-01-03,"11","Extremadura",0,0,0,0
"53",2020-01-03,"12","Galicia",0,0,0,0
"54",2020-01-03,"13","Madrid",0,0,3,1
"55",2020-01-03,"14","Murcia",0,0,0,0
"56",2020-01-03,"15","Navarra",0,0,0,0
"57",2020-01-03,"16","País Vasco",0,0,0,0
"58",2020-01-03,"17","La Rioja",0,0,0,0
"59",2020-01-03,"18","Ceuta",0,0,0,0
"60",2020-01-03,"19","Melilla",0,0,0,0
"61",2020-01-04,"00","No consta",0,0,0,0
"62",2020-01-04,"01","Andalucía",0,0,1,0
"63",2020-01-04,"02","Aragón",0,0,0,0
"64",2020-01-04,"03","Asturias",0,0,0,0
"65",2020-01-04,"04","Baleares",0,0,0,0
"66",2020-01-04,"05","Canarias",0,0,0,0
"67",2020-01-04,"06","Cantabria",0,0,0,0
"68",2020-01-04,"07","Castilla y León",0,0,0,0
"69",2020-01-04,"08","Castilla La Mancha",0,0,0,0
"70",2020-01-04,"09","Cataluña",0,0,2,0
"71",2020-01-04,"10","C. Valenciana",0,0,1,0
"72",2020-01-04,"11","Extremadura",0,0,0,0
"73",2020-01-04,"12","Galicia",0,0,0,0
"74",2020-01-04,"13","Madrid",0,0,3,0
"75",2020-01-04,"14","Murcia",0,0,0,0
"76",2020-01-04,"15","Navarra",0,0,0,0
"77",2020-01-04,"16","País Vasco",0,0,0,0
"78",2020-01-04,"17","La Rioja",0,0,0,0
"79",2020-01-04,"18","Ceuta",0,0,0,0
"80",2020-01-04,"19","Melilla",0,0,0,0
"81",2020-01-05,"00","No consta",0,0,0,0
"82",2020-01-05,"01","Andalucía",0,0,2,0
"83",2020-01-05,"02","Aragón",0,0,0,0
"84",2020-01-05,"03","Asturias",0,0,0,0
"85",2020-01-05,"04","Baleares",0,0,0,0
"86",2020-01-05,"05","Canarias",0,0,0,0
"87",2020-01-05,"06","Cantabria",0,0,0,0
"88",2020-01-05,"07","Castilla y León",0,0,0,0
"89",2020-01-05,"08","Castilla La Mancha",0,0,0,0
"90",2020-01-05,"09","Cataluña",0,0,0,0
"91",2020-01-05,"10","C. Valenciana",0,0,4,0
"92",2020-01-05,"11","Extremadura",0,0,0,0
"93",2020-01-05,"12","Galicia",0,0,0,0
"94",2020-01-05,"13","Madrid",0,0,0,0
"95",2020-01-05,"14","Murcia",0,0,0,0
"96",2020-01-05,"15","Navarra",0,0,0,0
"97",2020-01-05,"16","País Vasco",0,0,1,0
"98",2020-01-05,"17","La Rioja",0,0,0,0
"99",2020-01-05,"18","Ceuta",0,0,0,0
"100",2020-01-05,"19","Melilla",0,0,0,0
"101",2020-01-06,"00","No consta",0,0,0,0
"102",2020-01-06,"01","Andalucía",0,0,1,0
"103",2020-01-06,"02","Aragón",0,0,0,0
"104",2020-01-06,"03","Asturias",0,0,0,0
"105",2020-01-06,"04","Baleares",0,0,0,0
"106",2020-01-06,"05","Canarias",0,0,0,0
"107",2020-01-06,"06","Cantabria",0,0,0,0
"108",2020-01-06,"07","Castilla y León",0,0,0,0
"109",2020-01-06,"08","Castilla La Mancha",0,0,0,0
"110",2020-01-06,"09","Cataluña",0,0,1,0
"111",2020-01-06,"10","C. Valenciana",0,0,2,0
"112",2020-01-06,"11","Extremadura",0,0,0,0
"113",2020-01-06,"12","Galicia",0,0,0,0
"114",2020-01-06,"13","Madrid",0,0,0,0
"115",2020-01-06,"14","Murcia",0,0,0,0
"116",2020-01-06,"15","Navarra",0,0,0,0
"117",2020-01-06,"16","País Vasco",0,0,0,0
"118",2020-01-06,"17","La Rioja",0,0,0,0
"119",2020-01-06,"18","Ceuta",0,0,0,0
"120",2020-01-06,"19","Melilla",0,0,0,0
"121",2020-01-07,"00","No consta",0,0,0,0
"122",2020-01-07,"01","Andalucía",0,0,1,0
"123",2020-01-07,"02","Aragón",0,0,0,0
"124",2020-01-07,"03","Asturias",0,0,1,0
"125",2020-01-07,"04","Baleares",0,0,0,0
"126",2020-01-07,"05","Canarias",0,0,0,0
"127",2020-01-07,"06","Cantabria",0,0,0,0
"128",2020-01-07,"07","Castilla y León",0,0,0,0
"129",2020-01-07,"08","Castilla La Mancha",0,0,0,0
"130",2020-01-07,"09","Cataluña",0,0,1,0
"131",2020-01-07,"10","C. Valenciana",0,0,0,0
"132",2020-01-07,"11","Extremadura",0,0,0,0
"133",2020-01-07,"12","Galicia",0,0,0,0
"134",2020-01-07,"13","Madrid",0,0,3,0
"135",2020-01-07,"14","Murcia",0,0,0,0
"136",2020-01-07,"15","Navarra",0,0,0,0
"137",2020-01-07,"16","País Vasco",0,0,1,1
"138",2020-01-07,"17","La Rioja",0,0,0,0
"139",2020-01-07,"18","Ceuta",0,0,0,0
"140",2020-01-07,"19","Melilla",0,0,0,0
"141",2020-01-08,"00","No consta",0,0,0,0
"142",2020-01-08,"01","Andalucía",0,0,0,0
"143",2020-01-08,"02","Aragón",0,0,0,0
"144",2020-01-08,"03","Asturias",0,0,1,0
"145",2020-01-08,"04","Baleares",0,0,0,0
"146",2020-01-08,"05","Canarias",0,0,0,0
"147",2020-01-08,"06","Cantabria",0,0,0,0
"148",2020-01-08,"07","Castilla y León",0,0,0,0
"149",2020-01-08,"08","Castilla La Mancha",0,0,0,0
"150",2020-01-08,"09","Cataluña",0,0,1,0
"151",2020-01-08,"10","C. Valenciana",0,0,1,0
"152",2020-01-08,"11","Extremadura",0,0,0,0
"153",2020-01-08,"12","Galicia",0,0,1,0
"154",2020-01-08,"13","Madrid",0,0,1,0
"155",2020-01-08,"14","Murcia",0,0,0,0
"156",2020-01-08,"15","Navarra",0,0,0,0
"157",2020-01-08,"16","País Vasco",0,0,0,0
"158",2020-01-08,"17","La Rioja",0,0,0,0
"159",2020-01-08,"18","Ceuta",0,0,0,0
"160",2020-01-08,"19","Melilla",0,0,0,0
"161",2020-01-09,"00","No consta",0,0,0,0
"162",2020-01-09,"01","Andalucía",0,0,0,0
"163",2020-01-09,"02","Aragón",0,0,1,0
"164",2020-01-09,"03","Asturias",0,0,0,0
"165",2020-01-09,"04","Baleares",0,0,0,0
"166",2020-01-09,"05","Canarias",0,0,2,0
"167",2020-01-09,"06","Cantabria",0,0,0,0
"168",2020-01-09,"07","Castilla y León",0,0,0,0
"169",2020-01-09,"08","Castilla La Mancha",0,0,1,0
"170",2020-01-09,"09","Cataluña",0,0,2,0
"171",2020-01-09,"10","C. Valenciana",0,0,0,0
"172",2020-01-09,"11","Extremadura",0,0,0,0
"173",2020-01-09,"12","Galicia",0,0,0,0
"174",2020-01-09,"13","Madrid",0,0,1,0
"175",2020-01-09,"14","Murcia",0,0,1,0
"176",2020-01-09,"15","Navarra",0,0,0,0
"177",2020-01-09,"16","País Vasco",0,0,0,0
"178",2020-01-09,"17","La Rioja",1,0,0,0
"179",2020-01-09,"18","Ceuta",0,0,0,0
"180",2020-01-09,"19","Melilla",0,0,0,0
"181",2020-01-10,"00","No consta",0,0,1,0
"182",2020-01-10,"01","Andalucía",0,0,0,0
"183",2020-01-10,"02","Aragón",0,0,0,0
"184",2020-01-10,"03","Asturias",0,0,0,0
"185",2020-01-10,"04","Baleares",0,0,0,0
"186",2020-01-10,"05","Canarias",0,0,1,0
"187",2020-01-10,"06","Cantabria",0,0,0,0
"188",2020-01-10,"07","Castilla y León",0,0,0,0
"189",2020-01-10,"08","Castilla La Mancha",0,0,0,0
"190",2020-01-10,"09","Cataluña",1,0,4,0
"191",2020-01-10,"10","C. Valenciana",0,0,1,0
"192",2020-01-10,"11","Extremadura",0,0,0,0
"193",2020-01-10,"12","Galicia",0,0,0,0
"194",2020-01-10,"13","Madrid",0,0,2,0
"195",2020-01-10,"14","Murcia",0,0,0,0
"196",2020-01-10,"15","Navarra",0,0,0,0
"197",2020-01-10,"16","País Vasco",0,0,0,0
"198",2020-01-10,"17","La Rioja",0,0,0,0
"199",2020-01-10,"18","Ceuta",0,0,0,0
"200",2020-01-10,"19","Melilla",0,0,0,0
"201",2020-01-11,"00","No consta",0,0,0,0
"202",2020-01-11,"01","Andalucía",0,0,2,0
"203",2020-01-11,"02","Aragón",0,0,0,0
"204",2020-01-11,"03","Asturias",0,0,0,0
"205",2020-01-11,"04","Baleares",0,0,0,0
"206",2020-01-11,"05","Canarias",0,0,0,0
"207",2020-01-11,"06","Cantabria",0,0,0,0
"208",2020-01-11,"07","Castilla y León",0,0,0,0
"209",2020-01-11,"08","Castilla La Mancha",0,0,0,0
"210",2020-01-11,"09","Cataluña",0,0,0,0
"211",2020-01-11,"10","C. Valenciana",0,0,1,0
"212",2020-01-11,"11","Extremadura",0,0,0,0
"213",2020-01-11,"12","Galicia",0,0,0,1
"214",2020-01-11,"13","Madrid",0,0,0,0
"215",2020-01-11,"14","Murcia",0,0,0,0
"216",2020-01-11,"15","Navarra",0,0,0,0
"217",2020-01-11,"16","País Vasco",0,0,0,0
"218",2020-01-11,"17","La Rioja",0,0,0,0
"219",2020-01-11,"18","Ceuta",0,0,0,0
"220",2020-01-11,"19","Melilla",0,0,0,0
"221",2020-01-12,"00","No consta",0,0,0,0
"222",2020-01-12,"01","Andalucía",0,0,1,0
"223",2020-01-12,"02","Aragón",0,0,0,0
"224",2020-01-12,"03","Asturias",0,0,0,0
"225",2020-01-12,"04","Baleares",0,0,0,0
"226",2020-01-12,"05","Canarias",0,0,0,0
"227",2020-01-12,"06","Cantabria",0,0,0,0
"228",2020-01-12,"07","Castilla y León",0,0,0,0
"229",2020-01-12,"08","Castilla La Mancha",0,0,0,0
"230",2020-01-12,"09","Cataluña",0,0,0,0
"231",2020-01-12,"10","C. Valenciana",0,0,4,0
"232",2020-01-12,"11","Extremadura",0,0,0,0
"233",2020-01-12,"12","Galicia",0,0,0,0
"234",2020-01-12,"13","Madrid",0,0,0,0
"235",2020-01-12,"14","Murcia",0,0,0,0
"236",2020-01-12,"15","Navarra",0,0,1,0
"237",2020-01-12,"16","País Vasco",0,0,0,0
"238",2020-01-12,"17","La Rioja",0,0,0,0
"239",2020-01-12,"18","Ceuta",0,0,0,0
"240",2020-01-12,"19","Melilla",0,0,0,0
"241",2020-01-13,"00","No consta",0,0,0,0
"242",2020-01-13,"01","Andalucía",0,0,1,0
"243",2020-01-13,"02","Aragón",0,0,0,0
"244",2020-01-13,"03","Asturias",0,0,0,0
"245",2020-01-13,"04","Baleares",0,0,0,0
"246",2020-01-13,"05","Canarias",0,0,0,0
"247",2020-01-13,"06","Cantabria",0,0,0,0
"248",2020-01-13,"07","Castilla y León",0,0,0,0
"249",2020-01-13,"08","Castilla La Mancha",0,0,0,0
"250",2020-01-13,"09","Cataluña",0,0,0,0
"251",2020-01-13,"10","C. Valenciana",0,0,4,0
"252",2020-01-13,"11","Extremadura",0,0,0,0
"253",2020-01-13,"12","Galicia",0,0,0,0
"254",2020-01-13,"13","Madrid",0,0,2,0
"255",2020-01-13,"14","Murcia",0,0,0,0
"256",2020-01-13,"15","Navarra",0,0,0,0
"257",2020-01-13,"16","País Vasco",0,0,1,0
"258",2020-01-13,"17","La Rioja",0,0,0,0
"259",2020-01-13,"18","Ceuta",0,0,0,0
"260",2020-01-13,"19","Melilla",0,0,0,0
"261",2020-01-14,"00","No consta",0,0,0,0
"262",2020-01-14,"01","Andalucía",0,0,1,0
"263",2020-01-14,"02","Aragón",0,0,0,0
"264",2020-01-14,"03","Asturias",0,0,0,0
"265",2020-01-14,"04","Baleares",0,0,0,0
"266",2020-01-14,"05","Canarias",0,0,0,0
"267",2020-01-14,"06","Cantabria",0,0,0,0
"268",2020-01-14,"07","Castilla y León",0,0,0,0
"269",2020-01-14,"08","Castilla La Mancha",0,0,0,0
"270",2020-01-14,"09","Cataluña",0,0,2,1
"271",2020-01-14,"10","C. Valenciana",0,0,1,0
"272",2020-01-14,"11","Extremadura",0,0,0,0
"273",2020-01-14,"12","Galicia",0,0,0,0
"274",2020-01-14,"13","Madrid",0,0,6,0
"275",2020-01-14,"14","Murcia",0,0,0,0
"276",2020-01-14,"15","Navarra",0,0,0,0
"277",2020-01-14,"16","País Vasco",0,0,0,0
"278",2020-01-14,"17","La Rioja",0,0,0,0
"279",2020-01-14,"18","Ceuta",0,0,0,0
"280",2020-01-14,"19","Melilla",0,0,0,0
"281",2020-01-15,"00","No consta",0,0,0,0
"282",2020-01-15,"01","Andalucía",0,0,1,0
"283",2020-01-15,"02","Aragón",0,0,0,0
"284",2020-01-15,"03","Asturias",0,0,0,0
"285",2020-01-15,"04","Baleares",0,0,0,0
"286",2020-01-15,"05","Canarias",0,0,1,0
"287",2020-01-15,"06","Cantabria",0,0,0,0
"288",2020-01-15,"07","Castilla y León",0,0,0,0
"289",2020-01-15,"08","Castilla La Mancha",0,0,0,0
"290",2020-01-15,"09","Cataluña",0,0,3,0
"291",2020-01-15,"10","C. Valenciana",0,0,0,0
"292",2020-01-15,"11","Extremadura",0,0,0,0
"293",2020-01-15,"12","Galicia",0,0,0,0
"294",2020-01-15,"13","Madrid",0,0,5,1
"295",2020-01-15,"14","Murcia",0,0,0,0
"296",2020-01-15,"15","Navarra",0,0,0,0
"297",2020-01-15,"16","País Vasco",0,0,0,0
"298",2020-01-15,"17","La Rioja",0,0,0,0
"299",2020-01-15,"18","Ceuta",0,0,0,0
"300",2020-01-15,"19","Melilla",0,0,0,0
"301",2020-01-16,"00","No consta",0,0,1,0
"302",2020-01-16,"01","Andalucía",0,0,0,0
"303",2020-01-16,"02","Aragón",0,0,0,0
"304",2020-01-16,"03","Asturias",0,0,0,0
"305",2020-01-16,"04","Baleares",0,0,0,0
"306",2020-01-16,"05","Canarias",0,0,0,0
"307",2020-01-16,"06","Cantabria",0,0,0,0
"308",2020-01-16,"07","Castilla y León",0,0,1,0
"309",2020-01-16,"08","Castilla La Mancha",0,0,0,0
"310",2020-01-16,"09","Cataluña",0,0,0,0
"311",2020-01-16,"10","C. Valenciana",0,0,0,0
"312",2020-01-16,"11","Extremadura",0,0,0,0
"313",2020-01-16,"12","Galicia",0,0,0,0
"314",2020-01-16,"13","Madrid",0,0,3,0
"315",2020-01-16,"14","Murcia",0,0,0,0
"316",2020-01-16,"15","Navarra",0,0,0,0
"317",2020-01-16,"16","País Vasco",0,0,1,0
"318",2020-01-16,"17","La Rioja",0,0,0,0
"319",2020-01-16,"18","Ceuta",0,0,0,0
"320",2020-01-16,"19","Melilla",0,0,0,0
"321",2020-01-17,"00","No consta",0,0,1,0
"322",2020-01-17,"01","Andalucía",0,0,0,0
"323",2020-01-17,"02","Aragón",0,0,0,0
"324",2020-01-17,"03","Asturias",0,0,0,0
"325",2020-01-17,"04","Baleares",0,0,0,0
"326",2020-01-17,"05","Canarias",0,0,0,0
"327",2020-01-17,"06","Cantabria",0,0,0,0
"328",2020-01-17,"07","Castilla y León",0,0,0,0
"329",2020-01-17,"08","Castilla La Mancha",0,0,0,0
"330",2020-01-17,"09","Cataluña",0,0,1,0
"331",2020-01-17,"10","C. Valenciana",0,0,0,0
"332",2020-01-17,"11","Extremadura",0,0,0,0
"333",2020-01-17,"12","Galicia",0,0,0,0
"334",2020-01-17,"13","Madrid",0,0,2,0
"335",2020-01-17,"14","Murcia",0,0,0,0
"336",2020-01-17,"15","Navarra",0,0,0,0
"337",2020-01-17,"16","País Vasco",0,0,0,0
"338",2020-01-17,"17","La Rioja",0,0,0,0
"339",2020-01-17,"18","Ceuta",0,0,0,0
"340",2020-01-17,"19","Melilla",0,0,0,0
"341",2020-01-18,"00","No consta",0,0,0,0
"342",2020-01-18,"01","Andalucía",0,0,0,0
"343",2020-01-18,"02","Aragón",0,0,0,0
"344",2020-01-18,"03","Asturias",0,0,0,0
"345",2020-01-18,"04","Baleares",0,0,0,0
"346",2020-01-18,"05","Canarias",0,0,0,0
"347",2020-01-18,"06","Cantabria",0,0,0,0
"348",2020-01-18,"07","Castilla y León",0,0,0,0
"349",2020-01-18,"08","Castilla La Mancha",0,0,0,0
"350",2020-01-18,"09","Cataluña",0,0,0,0
"351",2020-01-18,"10","C. Valenciana",0,0,1,0
"352",2020-01-18,"11","Extremadura",0,0,0,0
"353",2020-01-18,"12","Galicia",0,0,1,0
"354",2020-01-18,"13","Madrid",1,0,3,0
"355",2020-01-18,"14","Murcia",0,0,0,0
"356",2020-01-18,"15","Navarra",0,0,0,0
"357",2020-01-18,"16","País Vasco",0,0,0,0
"358",2020-01-18,"17","La Rioja",0,0,0,0
"359",2020-01-18,"18","Ceuta",0,0,0,0
"360",2020-01-18,"19","Melilla",0,0,0,0
"361",2020-01-19,"00","No consta",0,0,0,0
"362",2020-01-19,"01","Andalucía",0,0,1,0
"363",2020-01-19,"02","Aragón",0,0,0,0
"364",2020-01-19,"03","Asturias",0,0,0,0
"365",2020-01-19,"04","Baleares",0,0,0,0
"366",2020-01-19,"05","Canarias",0,0,0,0
"367",2020-01-19,"06","Cantabria",0,0,0,0
"368",2020-01-19,"07","Castilla y León",0,0,0,0
"369",2020-01-19,"08","Castilla La Mancha",0,0,0,0
"370",2020-01-19,"09","Cataluña",0,0,1,0
"371",2020-01-19,"10","C. Valenciana",0,0,2,0
"372",2020-01-19,"11","Extremadura",0,0,0,0
"373",2020-01-19,"12","Galicia",0,0,1,1
"374",2020-01-19,"13","Madrid",0,0,0,0
"375",2020-01-19,"14","Murcia",0,0,0,0
"376",2020-01-19,"15","Navarra",0,0,0,0
"377",2020-01-19,"16","País Vasco",0,0,0,0
"378",2020-01-19,"17","La Rioja",0,0,0,0
"379",2020-01-19,"18","Ceuta",0,0,0,0
"380",2020-01-19,"19","Melilla",0,0,0,0
"381",2020-01-20,"00","No consta",0,0,2,0
"382",2020-01-20,"01","Andalucía",0,0,0,0
"383",2020-01-20,"02","Aragón",0,0,0,0
"384",2020-01-20,"03","Asturias",0,0,1,0
"385",2020-01-20,"04","Baleares",0,0,0,0
"386",2020-01-20,"05","Canarias",0,0,1,0
"387",2020-01-20,"06","Cantabria",0,0,0,0
"388",2020-01-20,"07","Castilla y León",0,0,0,0
"389",2020-01-20,"08","Castilla La Mancha",0,0,0,0
"390",2020-01-20,"09","Cataluña",0,0,4,0
"391",2020-01-20,"10","C. Valenciana",0,0,1,0
"392",2020-01-20,"11","Extremadura",0,0,0,0
"393",2020-01-20,"12","Galicia",0,0,0,0
"394",2020-01-20,"13","Madrid",0,0,1,0
"395",2020-01-20,"14","Murcia",0,0,0,0
"396",2020-01-20,"15","Navarra",0,0,1,0
"397",2020-01-20,"16","País Vasco",0,0,0,0
"398",2020-01-20,"17","La Rioja",0,0,0,0
"399",2020-01-20,"18","Ceuta",0,0,0,0
"400",2020-01-20,"19","Melilla",0,0,0,0
"401",2020-01-21,"00","No consta",0,0,1,0
"402",2020-01-21,"01","Andalucía",0,0,4,0
"403",2020-01-21,"02","Aragón",0,0,0,0
"404",2020-01-21,"03","Asturias",0,0,0,0
"405",2020-01-21,"04","Baleares",0,0,0,0
"406",2020-01-21,"05","Canarias",0,0,2,0
"407",2020-01-21,"06","Cantabria",0,0,0,0
"408",2020-01-21,"07","Castilla y León",0,0,0,0
"409",2020-01-21,"08","Castilla La Mancha",0,0,0,0
"410",2020-01-21,"09","Cataluña",0,0,2,1
"411",2020-01-21,"10","C. Valenciana",0,0,0,0
"412",2020-01-21,"11","Extremadura",0,0,0,0
"413",2020-01-21,"12","Galicia",0,0,0,0
"414",2020-01-21,"13","Madrid",0,0,3,0
"415",2020-01-21,"14","Murcia",0,0,0,0
"416",2020-01-21,"15","Navarra",0,0,0,0
"417",2020-01-21,"16","País Vasco",0,0,1,0
"418",2020-01-21,"17","La Rioja",0,0,0,0
"419",2020-01-21,"18","Ceuta",0,0,0,0
"420",2020-01-21,"19","Melilla",0,0,0,0
"421",2020-01-22,"00","No consta",0,0,0,0
"422",2020-01-22,"01","Andalucía",0,0,0,0
"423",2020-01-22,"02","Aragón",0,0,0,0
"424",2020-01-22,"03","Asturias",0,0,0,0
"425",2020-01-22,"04","Baleares",0,0,0,0
"426",2020-01-22,"05","Canarias",0,0,1,0
"427",2020-01-22,"06","Cantabria",0,0,0,0
"428",2020-01-22,"07","Castilla y León",0,0,0,0
"429",2020-01-22,"08","Castilla La Mancha",0,0,0,0
"430",2020-01-22,"09","Cataluña",0,0,1,0
"431",2020-01-22,"10","C. Valenciana",0,0,2,0
"432",2020-01-22,"11","Extremadura",0,0,0,0
"433",2020-01-22,"12","Galicia",0,0,0,0
"434",2020-01-22,"13","Madrid",0,0,1,0
"435",2020-01-22,"14","Murcia",0,0,0,0
"436",2020-01-22,"15","Navarra",0,0,1,0
"437",2020-01-22,"16","País Vasco",0,0,0,0
"438",2020-01-22,"17","La Rioja",0,0,0,0
"439",2020-01-22,"18","Ceuta",0,0,0,0
"440",2020-01-22,"19","Melilla",0,0,0,0
"441",2020-01-23,"00","No consta",0,0,0,0
"442",2020-01-23,"01","Andalucía",0,0,1,0
"443",2020-01-23,"02","Aragón",0,0,0,0
"444",2020-01-23,"03","Asturias",0,0,0,0
"445",2020-01-23,"04","Baleares",0,0,0,0
"446",2020-01-23,"05","Canarias",0,0,0,0
"447",2020-01-23,"06","Cantabria",0,0,0,0
"448",2020-01-23,"07","Castilla y León",0,0,1,0
"449",2020-01-23,"08","Castilla La Mancha",0,0,0,0
"450",2020-01-23,"09","Cataluña",0,0,1,0
"451",2020-01-23,"10","C. Valenciana",0,0,0,0
"452",2020-01-23,"11","Extremadura",0,0,0,0
"453",2020-01-23,"12","Galicia",0,0,1,0
"454",2020-01-23,"13","Madrid",0,0,4,0
"455",2020-01-23,"14","Murcia",0,0,0,0
"456",2020-01-23,"15","Navarra",0,0,0,0
"457",2020-01-23,"16","País Vasco",0,0,0,0
"458",2020-01-23,"17","La Rioja",0,0,0,0
"459",2020-01-23,"18","Ceuta",0,0,0,0
"460",2020-01-23,"19","Melilla",0,0,0,0
"461",2020-01-24,"00","No consta",0,0,0,0
"462",2020-01-24,"01","Andalucía",0,0,1,0
"463",2020-01-24,"02","Aragón",0,0,0,0
"464",2020-01-24,"03","Asturias",0,0,0,0
"465",2020-01-24,"04","Baleares",0,0,0,0
"466",2020-01-24,"05","Canarias",0,0,0,0
"467",2020-01-24,"06","Cantabria",0,0,0,0
"468",2020-01-24,"07","Castilla y León",0,0,0,0
"469",2020-01-24,"08","Castilla La Mancha",0,0,0,0
"470",2020-01-24,"09","Cataluña",0,0,6,0
"471",2020-01-24,"10","C. Valenciana",0,0,1,0
"472",2020-01-24,"11","Extremadura",0,0,0,0
"473",2020-01-24,"12","Galicia",0,0,1,0
"474",2020-01-24,"13","Madrid",0,0,4,1
"475",2020-01-24,"14","Murcia",0,0,0,0
"476",2020-01-24,"15","Navarra",0,0,1,0
"477",2020-01-24,"16","País Vasco",0,0,0,0
"478",2020-01-24,"17","La Rioja",0,0,0,0
"479",2020-01-24,"18","Ceuta",0,0,0,0
"480",2020-01-24,"19","Melilla",0,0,0,0
"481",2020-01-25,"00","No consta",0,0,0,0
"482",2020-01-25,"01","Andalucía",0,0,0,0
"483",2020-01-25,"02","Aragón",0,0,0,0
"484",2020-01-25,"03","Asturias",0,0,0,0
"485",2020-01-25,"04","Baleares",0,0,0,0
"486",2020-01-25,"05","Canarias",0,0,0,0
"487",2020-01-25,"06","Cantabria",0,0,0,0
"488",2020-01-25,"07","Castilla y León",0,0,0,0
"489",2020-01-25,"08","Castilla La Mancha",0,0,0,0
"490",2020-01-25,"09","Cataluña",0,0,0,0
"491",2020-01-25,"10","C. Valenciana",0,0,0,0
"492",2020-01-25,"11","Extremadura",0,0,0,0
"493",2020-01-25,"12","Galicia",0,0,0,0
"494",2020-01-25,"13","Madrid",0,0,1,0
"495",2020-01-25,"14","Murcia",0,0,0,0
"496",2020-01-25,"15","Navarra",0,0,0,0
"497",2020-01-25,"16","País Vasco",0,0,0,0
"498",2020-01-25,"17","La Rioja",0,0,0,0
"499",2020-01-25,"18","Ceuta",0,0,0,0
"500",2020-01-25,"19","Melilla",0,0,0,0
"501",2020-01-26,"00","No consta",0,0,0,0
"502",2020-01-26,"01","Andalucía",0,0,0,0
"503",2020-01-26,"02","Aragón",0,0,0,0
"504",2020-01-26,"03","Asturias",0,0,0,0
"505",2020-01-26,"04","Baleares",0,0,0,0
"506",2020-01-26,"05","Canarias",0,0,0,0
"507",2020-01-26,"06","Cantabria",0,0,0,0
"508",2020-01-26,"07","Castilla y León",0,0,0,0
"509",2020-01-26,"08","Castilla La Mancha",0,0,0,0
"510",2020-01-26,"09","Cataluña",0,0,0,0
"511",2020-01-26,"10","C. Valenciana",0,0,1,0
"512",2020-01-26,"11","Extremadura",0,0,0,0
"513",2020-01-26,"12","Galicia",0,0,1,0
"514",2020-01-26,"13","Madrid",0,0,1,0
"515",2020-01-26,"14","Murcia",0,0,0,0
"516",2020-01-26,"15","Navarra",0,0,0,0
"517",2020-01-26,"16","País Vasco",0,0,0,0
"518",2020-01-26,"17","La Rioja",0,0,0,0
"519",2020-01-26,"18","Ceuta",0,0,0,0
"520",2020-01-26,"19","Melilla",0,0,0,0
